playername,year,realERA,adjustedERA,diff
Jonathan Sanchez,2011,4.26,3.27,0.99
Mat Latos,2013,3.16,2.17,0.99
Juan Berenguer,1983,3.14,2.15,0.99
Jordan Zimmermann,2013,3.25,2.26,0.99
Tom Sturdivant,1961,3.74,2.75,0.99
Tim Belcher,1999,6.73,5.74,0.99
Robert Person,2001,4.19,3.20,0.99
Wilson Alvarez,1999,4.22,3.23,0.99
Darryl Kile,1992,3.95,2.96,0.99
Brett Myers,2008,4.55,3.56,0.99
Jeremy Bonderman,2005,4.57,3.58,0.99
Gerry Staley,1951,4.04,3.05,0.99
Wade Miller,2002,3.28,2.29,0.99
Willis Hudlin,1934,4.50,3.51,0.99
Charles Nagy,1999,4.84,3.85,0.99
Leo Dickerman,1924,3.30,2.31,0.99
Lee Meadows,1918,3.46,2.47,0.99
Bill Krueger,1992,4.51,3.52,0.99
Dave McNally,1964,3.96,2.97,0.99
Dick Bosman,1973,5.48,4.49,0.99
Archie McKain,1937,4.42,3.43,0.99
David Wells,1999,4.82,3.83,0.99
Pinky Woods,1944,3.28,2.29,0.99
Bob Stoddard,1983,4.37,3.38,0.99
Spencer Strider,2023,3.86,2.87,0.99
Clay Buchholz,2014,5.34,4.35,0.99
Patrick Sandoval,2023,4.11,3.12,0.99
Joel Pineiro,2008,5.13,4.14,0.99
Barry Zito,2009,4.03,3.04,0.99
Kenshin Kawakami,2009,3.97,2.98,0.99
James McDonald,2011,4.21,3.22,0.99
Andy Ashby,1994,3.40,2.41,0.99
Luke Walker,1971,3.50,2.51,0.99
Al Leiter,2001,3.31,2.32,0.99
Johnny Enzmann,1918,2.21,1.22,0.99
Bob Savage,1946,4.68,3.69,0.99
Jake Odorizzi,2014,4.13,3.14,0.99
Julio Moreno,1951,5.14,4.15,0.99
Eddie Lopat,1952,2.44,1.45,0.99
CC Sabathia,2017,3.69,2.70,0.99
Horacio Ramirez,2005,4.48,3.49,0.99
Blue Moon Odom,1973,5.11,4.12,0.99
Freddy Garcia,2002,4.39,3.40,0.99
Andy Pettitte,1996,3.92,2.93,0.99
Eduardo Rodriguez,2017,4.22,3.23,0.99
Joe Ryan,2023,4.51,3.52,0.99
Joe Blanton,2006,4.84,3.85,0.99
John Dopson,1989,4.07,3.08,0.99
Lefty Grove,1925,5.21,4.22,0.99
Jarrod Washburn,2003,4.43,3.44,0.99
Bud Norris,2010,4.92,3.93,0.99
John Thomson,1997,4.71,3.72,0.99
Jordan Lyles,2023,6.28,5.29,0.99
Felix Doubront,2013,3.87,2.88,0.99
Mark Clark,1994,3.82,2.83,0.99
Mark Portugal,1998,4.44,3.45,0.99
Erasmo Ramirez,2015,3.51,2.52,0.99
Sloppy Thurston,1932,4.31,3.32,0.99
Fred Heimach,1932,3.35,2.36,0.99
Daniel Lynch,2022,5.13,4.14,0.99
Clarence Mitchell,1930,4.14,3.15,0.99
Josh Beckett,2008,4.03,3.04,0.99
Woody Williams,2003,3.85,2.86,0.99
Dick Rudolph,1918,2.34,1.35,0.99
Ramon Ortiz,2006,5.57,4.58,0.99
John Lackey,2014,3.82,2.83,0.99
Ian Kennedy,2017,5.38,4.39,0.99
Jered Weaver,2007,3.91,2.92,0.99
John Cerutti,1986,4.49,3.50,0.99
Ed Correa,1986,4.23,3.24,0.99
Sheriff Blake,1926,3.65,2.66,0.99
Bill Bailey,1914,3.37,2.38,0.99
Zac Gallen,2021,4.30,3.31,0.99
Rick Honeycutt,1986,3.31,2.32,0.99
Howard Ehmke,1923,3.79,2.80,0.99
Cory Luebke,2011,3.31,2.32,0.99
Alex Wood,2017,2.82,1.83,0.99
George Kahler,1913,3.12,2.13,0.99
Dick Barrett,1945,5.16,4.17,0.99
Dave Freisleben,1976,3.64,2.65,0.99
Brett Tomko,1997,3.15,2.17,0.98
Rich Robertson,1997,5.90,4.92,0.98
Roy Moore,1921,4.84,3.86,0.98
George Brunet,1969,4.46,3.48,0.98
Bob Forsch,1981,3.18,2.20,0.98
Jered Weaver,2008,4.33,3.35,0.98
Tim Belcher,1998,4.27,3.29,0.98
Roger Craig,1964,3.60,2.62,0.98
Silvio Martinez,1978,3.64,2.66,0.98
Clarke Schmidt,2023,4.66,3.68,0.98
Fritz Ostermueller,1936,5.30,4.32,0.98
Ramon Ortiz,2005,5.36,4.38,0.98
Kevin Tapani,1990,4.07,3.09,0.98
Mike Leake,2012,4.58,3.60,0.98
Ray Washburn,1962,4.26,3.28,0.98
Ken Heintzelman,1946,3.65,2.67,0.98
Joe Coleman,1948,4.14,3.16,0.98
Todd Stottlemyre,1995,4.55,3.57,0.98
Mike Pelfrey,2013,5.19,4.21,0.98
Shohei Ohtani,2022,2.33,1.35,0.98
Wade Blasingame,1971,4.61,3.63,0.98
Erik Hanson,1996,5.41,4.43,0.98
Don Robinson,1982,4.70,3.72,0.98
Fred Baczewski,1954,4.70,3.72,0.98
Ken Raffensberger,1948,3.73,2.75,0.98
John Denny,1977,4.51,3.53,0.98
Pat Mahomes,1994,4.73,3.75,0.98
Jack Urban,1958,6.15,5.17,0.98
Eric Milton,2005,6.47,5.49,0.98
Tim Belcher,1994,5.89,4.91,0.98
Anibal Sanchez,2014,3.46,2.48,0.98
Alex Kellner,1950,5.33,4.35,0.98
Nathan Eovaldi,2021,3.75,2.77,0.98
Duane Pillette,1953,4.49,3.51,0.98
Frank Pastore,1981,4.02,3.04,0.98
Andy Pettitte,2003,4.02,3.04,0.98
Gene Conley,1957,3.39,2.41,0.98
Erik Bedard,2011,3.62,2.64,0.98
Doc Crandall,1914,3.54,2.56,0.98
Steve Sparks,1995,4.62,3.64,0.98
Bill Pulsipher,1995,3.98,3.00,0.98
Erv Brame,1929,4.50,3.52,0.98
Darryl Kile,1994,4.57,3.59,0.98
Kevin Millwood,2009,3.67,2.69,0.98
Frank Kitson,1902,2.76,1.78,0.98
Watty Lee,1903,3.20,2.22,0.98
Joe Horlen,1970,4.89,3.91,0.98
Brad Radke,1995,5.26,4.28,0.98
Rip Collins,1925,4.77,3.79,0.98
Zach Davies,2016,3.97,2.99,0.98
Johnny Podres,1954,4.40,3.42,0.98
Bruce Ruffin,1990,5.24,4.26,0.98
Jeremy Hellickson,2017,5.43,4.45,0.98
Jose Guzman,1987,4.97,3.99,0.98
Bill Gullickson,1985,3.52,2.54,0.98
Cory Lidle,2004,4.90,3.92,0.98
Don Gullett,1976,3.18,2.20,0.98
Ed Halicki,1975,3.36,2.38,0.98
Eddie Lopat,1945,4.18,3.20,0.98
Tanner Roark,2017,4.57,3.59,0.98
Lucas Giolito,2021,3.53,2.55,0.98
Hal Brown,1963,3.41,2.43,0.98
Fred Hutchinson,1949,2.89,1.91,0.98
Bobby Witt,1986,5.48,4.50,0.98
Edinson Volquez,2014,3.07,2.09,0.98
Jeff Suppan,2002,5.32,4.34,0.98
Lefty Grove,1941,4.29,3.31,0.98
Derek Lowe,2009,4.67,3.69,0.98
Lon Warneke,1938,3.97,2.99,0.98
Tim Wakefield,2004,4.95,3.97,0.98
Tiny Bonham,1948,4.52,3.54,0.98
Ramon Martinez,1995,3.66,2.68,0.98
Rudy May,1972,3.03,2.05,0.98
Oral Hildebrand,1938,5.69,4.71,0.98
Nels Potter,1939,6.75,5.77,0.98
Jon Niese,2012,3.40,2.42,0.98
Lucas Giolito,2019,3.41,2.43,0.98
Doug Fister,2016,4.64,3.66,0.98
Kendall Graveman,2016,4.11,3.13,0.98
Kyle Kendrick,2015,6.32,5.34,0.98
Livan Hernandez,2001,5.24,4.26,0.98
Bill Laskey,1983,4.19,3.21,0.98
Atley Donald,1942,3.16,2.18,0.98
Les Sweetland,1930,7.28,6.30,0.98
Van Mungo,1938,3.98,3.00,0.98
Orel Hershiser,1997,4.47,3.49,0.98
Dwight Gooden,1984,2.60,1.62,0.98
Bronson Arroyo,2010,3.88,2.90,0.98
Ervin Santana,2017,3.28,2.30,0.98
Mel Stottlemyre,1974,3.49,2.51,0.98
Warren Hacker,1952,2.30,1.32,0.98
Mike Norris,1979,4.62,3.64,0.98
Luis Severino,2022,3.18,2.20,0.98
Adam Conley,2016,3.85,2.87,0.98
Percy Jones,1929,3.92,2.94,0.98
Gene Packard,1918,3.78,2.80,0.98
Warren Spahn,1946,2.72,1.74,0.98
Dan Straily,2016,3.79,2.81,0.98
James McDonald,2012,4.05,3.07,0.98
Mark Gardner,1998,4.27,3.29,0.98
Matt Garza,2014,3.64,2.66,0.98
Jon Lester,2015,3.34,2.36,0.98
Jim Bibby,1973,3.91,2.93,0.98
Billy Loes,1953,4.84,3.86,0.98
Rick Reed,1999,4.58,3.60,0.98
Ralph Branca,1951,3.26,2.28,0.98
Carl Fischer,1933,3.85,2.87,0.98
Ray Burris,1981,3.10,2.12,0.98
Don Cardwell,1957,5.38,4.40,0.98
Eric King,1991,4.55,3.57,0.98
Jason Hammel,2014,3.53,2.55,0.98
Harry Brecheen,1945,2.29,1.31,0.98
Jake Westbrook,2011,4.66,3.68,0.98
Mike Flanagan,1986,4.29,3.31,0.98
Brad Bergesen,2009,3.43,2.45,0.98
Pat Rapp,1995,3.44,2.46,0.98
Max Surkont,1954,4.38,3.40,0.98
James Baldwin,1999,5.03,4.05,0.98
Gene Schott,1936,4.19,3.21,0.98
Mace Brown,1939,3.93,2.95,0.98
Brandon Williamson,2023,4.46,3.48,0.98
Harry Howell,1903,2.87,1.89,0.98
LaTroy Hawkins,1999,6.66,5.68,0.98
Ted Lyons,1935,3.12,2.14,0.98
Flint Rhem,1927,4.44,3.46,0.98
Vic Sorrell,1929,5.03,4.05,0.98
Runelvys Hernandez,2005,5.52,4.54,0.98
Danny Darwin,1983,3.62,2.64,0.98
Pete Schneider,1914,2.82,1.84,0.98
Bob Miller,1950,3.87,2.89,0.98
Ted Gray,1950,4.78,3.80,0.98
Scott Richmond,2009,5.59,4.61,0.98
Bill Hallahan,1931,3.47,2.49,0.98
Carlos Zambrano,2005,3.26,2.28,0.98
Nels Potter,1943,2.52,1.54,0.98
Ron Guidry,1977,2.84,1.87,0.97
Bill Hallahan,1930,4.51,3.54,0.97
Tim Belcher,1997,5.02,4.05,0.97
Bob Miller,1954,4.92,3.95,0.97
Max Butcher,1938,3.77,2.80,0.97
Sam Gray,1925,3.34,2.37,0.97
Omar Daal,1998,2.96,1.99,0.97
Tyler Green,1998,5.03,4.06,0.97
Steve Trachsel,1999,5.56,4.59,0.97
Barry Latman,1959,4.03,3.06,0.97
Chuck Cary,1990,4.24,3.27,0.97
Mark Grant,1987,4.07,3.10,0.97
Vic Raschi,1947,3.77,2.80,0.97
Bill Swift,1992,2.18,1.21,0.97
Brady Singer,2022,3.11,2.14,0.97
Omar Olivares,1997,4.87,3.90,0.97
Woody Williams,2002,2.53,1.56,0.97
Miles Mikolas,2022,3.30,2.33,0.97
Anthony DeSclafani,2018,4.93,3.96,0.97
Ron Darling,1993,5.16,4.19,0.97
Lou Kretlow,1954,4.00,3.03,0.97
Mike Maroth,2003,5.73,4.76,0.97
Cole Hamels,2009,4.32,3.35,0.97
Phil Hughes,2010,4.23,3.26,0.97
Jon Garland,2006,4.48,3.51,0.97
Odalis Perez,2007,5.57,4.60,0.97
Storm Davis,1985,4.45,3.48,0.97
Al Nipper,1984,3.98,3.01,0.97
Dallas Keuchel,2021,5.18,4.21,0.97
Jerry Walker,1959,3.20,2.23,0.97
Jason Bere,2001,4.31,3.34,0.97
Kyle Gibson,2015,3.84,2.87,0.97
Ivan Nova,2016,4.07,3.10,0.97
Whitey Glazner,1922,4.55,3.58,0.97
Alex Kellner,1954,5.39,4.42,0.97
Robin Roberts,1948,3.19,2.22,0.97
Pete Appleton,1936,3.93,2.96,0.97
Chris Carpenter,2009,2.24,1.27,0.97
Steve Swetonic,1932,3.01,2.04,0.97
German Marquez,2017,4.39,3.42,0.97
Ricky Nolasco,2017,4.92,3.95,0.97
Lew Krausse,1971,3.22,2.25,0.97
Kenny Rogers,2006,3.79,2.82,0.97
Benny Frey,1930,4.60,3.63,0.97
Shelby Miller,2016,6.15,5.18,0.97
Paul Maholm,2011,3.66,2.69,0.97
Danny Darwin,1981,3.64,2.67,0.97
Kevin Millwood,2010,5.10,4.13,0.97
Todd Stottlemyre,1994,4.42,3.45,0.97
Chris Bosio,1995,4.92,3.95,0.97
Curt Fullerton,1924,4.42,3.45,0.97
Dontrelle Willis,2004,4.02,3.05,0.97
Derek Lowe,2007,3.90,2.93,0.97
Kevin Tapani,2000,5.01,4.04,0.97
George Suggs,1915,4.14,3.17,0.97
Joe Krakauskas,1939,4.58,3.61,0.97
Joe Yeager,1902,4.65,3.68,0.97
Eric Rasmussen,1979,3.71,2.74,0.97
Ian Kennedy,2013,4.91,3.94,0.97
Adrian Houser,2021,3.33,2.36,0.97
Pete Redfern,1981,4.02,3.05,0.97
John Danks,2010,3.72,2.75,0.97
Dennis Rasmussen,1984,4.57,3.60,0.97
Doug Drabek,1986,3.95,2.98,0.97
Eric Milton,1998,5.64,4.67,0.97
Rudy May,1980,2.52,1.55,0.97
Steve Renko,1982,4.97,4.00,0.97
Al Santorini,1969,3.94,2.97,0.97
James Baldwin,2001,4.46,3.49,0.97
Tom Zachary,1935,3.87,2.90,0.97
Harry Courtney,1920,5.45,4.48,0.97
John Maine,2007,3.91,2.94,0.97
Rube Foster,1917,2.47,1.50,0.97
Kevin Kobel,1974,4.29,3.32,0.97
Randy Johnson,2008,3.91,2.94,0.97
Denny Galehouse,1941,3.85,2.88,0.97
Damian Moss,2002,3.50,2.53,0.97
Trevor Bauer,2019,4.48,3.51,0.97
Jack Kramer,1947,4.80,3.83,0.97
Steve Rogers,1981,3.42,2.45,0.97
Brandon Finnegan,2016,3.98,3.01,0.97
Barry Zito,2008,5.15,4.18,0.97
Adam Wainwright,2007,3.70,2.73,0.97
Bob Shirley,1978,3.93,2.96,0.97
Marco Estrada,2017,4.98,4.01,0.97
Matt Beech,1997,5.07,4.10,0.97
Pat Zachry,1977,4.25,3.28,0.97
Jim Bouton,1965,4.91,3.94,0.97
Clint Hartung,1949,5.09,4.12,0.97
Wei-Yin Chen,2013,4.07,3.10,0.97
Bryan Rekar,2000,4.51,3.54,0.97
Hod Lisenbee,1931,4.72,3.75,0.97
Tim Hudson,2015,4.52,3.55,0.97
Josiah Gray,2022,5.02,4.05,0.97
Burt Hooton,1974,4.58,3.61,0.97
Johnny Gorsica,1944,4.48,3.51,0.97
Mike Morgan,1982,4.60,3.63,0.97
Javier Vazquez,1998,6.04,5.07,0.97
Johnny Werts,1926,3.56,2.59,0.97
Mike Krukow,1981,3.68,2.71,0.97
Terry Mulholland,1993,3.27,2.30,0.97
Brad Penny,2001,3.69,2.72,0.97
Carl Willey,1960,4.35,3.38,0.97
Dylan Bundy,2019,4.79,3.82,0.97
Bill Krueger,1991,3.50,2.53,0.97
Storm Davis,1989,4.36,3.39,0.97
Tim Lincecum,2012,5.18,4.21,0.97
Mike Minor,2012,4.12,3.15,0.97
Brian Anderson,2003,3.82,2.85,0.97
David Wells,1993,4.17,3.20,0.97
Greg Maddux,2003,3.96,2.99,0.97
Mark Portugal,1995,4.01,3.04,0.97
Chris Tillman,2014,3.34,2.37,0.97
Felipe Paulino,2011,4.26,3.29,0.97
Elmer Riddle,1948,3.51,2.54,0.97
Mike Leake,2018,4.36,3.39,0.97
Tim Wakefield,2011,5.31,4.34,0.97
Earl Yingling,1914,3.48,2.51,0.97
Wheezer Dell,1915,3.05,2.08,0.97
Rick Rhoden,1978,3.69,2.72,0.97
Harvey Haddix,1961,4.34,3.37,0.97
Roger Clemens,2003,3.91,2.94,0.97
Kent Mercker,1994,3.29,2.32,0.97
Woody Williams,2004,4.18,3.21,0.97
Zach Davies,2022,4.09,3.12,0.97
Tom Hume,1978,4.54,3.57,0.97
Rube Marshall,1914,4.20,3.23,0.97
Ted Bowsfield,1961,3.75,2.78,0.97
Hank Borowy,1942,2.74,1.78,0.96
Juan Guzman,1998,4.35,3.39,0.96
Charlie Morton,2013,3.26,2.30,0.96
Sean Manaea,2018,3.59,2.63,0.96
Oscar Judd,1943,2.68,1.72,0.96
Jerry Reuss,1989,4.84,3.88,0.96
Whit Wyatt,1939,2.29,1.33,0.96
Jack Hamilton,1967,3.26,2.30,0.96
Griffin Canning,2023,4.20,3.24,0.96
A.J. Burnett,2010,5.26,4.30,0.96
Bob Harmon,1911,2.93,1.97,0.96
Steve Rogers,1984,4.45,3.49,0.96
Chuck Finley,1995,4.21,3.25,0.96
Kyle Gibson,2017,5.07,4.11,0.96
Richard Dotson,1981,3.77,2.81,0.96
Jack Morris,1984,3.60,2.64,0.96
Odalis Perez,2008,4.34,3.38,0.96
Brian Meadows,1998,5.21,4.25,0.96
Chris Bassitt,2019,3.95,2.99,0.96
Jeremy Hellickson,2015,4.62,3.66,0.96
Kip Wells,2004,4.55,3.59,0.96
Rudy May,1978,3.92,2.96,0.96
