playername,year,realERA,adjustedERA,diff
Matt Harvey,2013,2.27,1.51,0.76
Ray Kremer,1931,3.39,2.63,0.76
Vern Law,1956,4.44,3.68,0.76
Ted Lilly,2008,4.09,3.33,0.76
Greg Maddux,1998,2.22,1.46,0.76
Scott Erickson,1992,3.40,2.64,0.76
Wilbur Cooper,1925,4.74,3.98,0.76
Curt Simmons,1961,3.10,2.34,0.76
Mike Flanagan,1979,3.02,2.26,0.76
James Shields,2008,3.56,2.80,0.76
Rube Marquard,1916,1.83,1.07,0.76
Joe Niekro,1978,3.87,3.11,0.76
LaMarr Hoyt,1984,4.47,3.71,0.76
Andy Benes,1997,3.10,2.34,0.76
Mike Minor,2013,3.21,2.45,0.76
Fernando Valenzuela,1983,3.75,2.99,0.76
Rick Waits,1980,4.45,3.69,0.76
Roger Clemens,1996,3.63,2.87,0.76
Jake Peavy,2008,2.85,2.09,0.76
Bob Ojeda,1991,3.18,2.42,0.76
Urban Shocker,1924,4.09,3.33,0.76
Jim Bagby,1941,4.07,3.31,0.76
Wei-Yin Chen,2015,3.34,2.58,0.76
Bert Humphries,1913,2.96,2.20,0.76
Randy Wolf,2002,3.20,2.44,0.76
Kris Medlen,2013,3.11,2.35,0.76
Rick Reed,2002,3.80,3.04,0.76
Charlie Morton,2022,4.34,3.58,0.76
Dizzy Dean,1934,2.63,1.87,0.76
Al Downing,1972,3.02,2.26,0.76
Mark Langston,1987,3.84,3.08,0.76
Bill Swift,1932,3.99,3.23,0.76
Tom Glavine,2001,3.57,2.81,0.76
Highball Wilson,1903,3.27,2.51,0.76
Ron Guidry,1980,3.71,2.95,0.76
Bill Singer,1967,2.54,1.78,0.76
Bruce Hurst,1989,2.69,1.93,0.76
Jim O'Toole,1962,3.59,2.83,0.76
Sam Gray,1928,3.34,2.58,0.76
Roy Halladay,2006,3.19,2.43,0.76
Ed Figueroa,1978,2.99,2.23,0.76
Don Drysdale,1961,3.73,2.97,0.76
Ruben Gomez,1956,4.93,4.17,0.76
Jose Guzman,1992,3.66,2.90,0.76
Urban Shocker,1919,2.62,1.86,0.76
Warren Spahn,1949,3.16,2.41,0.75
Dutch Ruether,1925,3.68,2.93,0.75
Ed Reulbach,1915,2.39,1.64,0.75
Mike Morgan,1992,2.55,1.80,0.75
Chuck Dobson,1968,3.01,2.26,0.75
Luis Tiant,1979,3.91,3.16,0.75
Dave Stewart,1987,3.68,2.93,0.75
David Cone,1995,3.57,2.82,0.75
Darren Dreifort,1998,4.36,3.61,0.75
Dakota Hudson,2019,3.36,2.61,0.75
Don Newcombe,1951,3.35,2.60,0.75
Wandy Rodriguez,2012,3.80,3.05,0.75
Freddie Fitzsimmons,1932,4.40,3.65,0.75
Jim Kaat,1975,3.12,2.37,0.75
Jerry Reuss,1983,2.96,2.21,0.75
Bobby Witt,1992,4.29,3.54,0.75
Hiroki Kuroda,2011,3.07,2.32,0.75
Dick Ellsworth,1964,3.72,2.97,0.75
Marco Estrada,2015,3.28,2.53,0.75
Pete Alexander,1914,2.44,1.69,0.75
Dave Stieb,1984,2.83,2.08,0.75
Phil Niekro,1982,3.61,2.86,0.75
Ray Moore,1957,3.73,2.98,0.75
Ryan Vogelsong,2011,2.78,2.03,0.75
Ron Kline,1957,4.11,3.36,0.75
Lew Burdette,1959,4.05,3.30,0.75
Bryn Smith,1985,2.91,2.16,0.75
Bob Friend,1965,3.24,2.49,0.75
Bill Walker,1930,3.94,3.19,0.75
Pete Alexander,1923,3.00,2.25,0.75
Walt Leverenz,1913,2.53,1.78,0.75
Jerry Reuss,1976,3.53,2.78,0.75
Wayne Simpson,1971,4.80,4.05,0.75
Moose Haas,1980,3.10,2.35,0.75
Robbie Ray,2019,4.34,3.59,0.75
Tim Hudson,2010,2.83,2.08,0.75
Earl Wilson,1964,4.54,3.79,0.75
Ray Culp,1965,3.13,2.38,0.75
Ken Hill,1993,3.23,2.48,0.75
Ted Lewis,1901,3.70,2.95,0.75
Dave Rozema,1978,3.14,2.39,0.75
Ray Starr,1942,2.81,2.06,0.75
George Winter,1901,2.80,2.05,0.75
Bruce Ruffin,1986,2.46,1.71,0.75
Nolan Ryan,1985,3.80,3.05,0.75
Mickey Lolich,1966,4.82,4.07,0.75
Mickey Haefner,1946,2.85,2.10,0.75
Tommy John,1971,3.51,2.76,0.75
Buster Narum,1964,4.38,3.63,0.75
Jake Peavy,2007,2.36,1.61,0.75
Nick Strincevich,1944,3.19,2.44,0.75
Dick Drago,1971,2.76,2.01,0.75
Charlie Robertson,1923,3.87,3.12,0.75
Mike Torrez,1976,2.50,1.75,0.75
Bob Ojeda,1992,3.63,2.88,0.75
Don Newcombe,1959,3.18,2.43,0.75
Dave Koslo,1949,2.80,2.05,0.75
Steve Carlton,1967,2.94,2.19,0.75
Juan Marichal,1973,3.89,3.14,0.75
Nolan Ryan,1975,3.45,2.70,0.75
Don Gullett,1971,2.56,1.81,0.75
Ray Scarborough,1948,3.03,2.28,0.75
Pete Vuckovich,1979,3.62,2.87,0.75
Jose DeLeon,1989,3.05,2.30,0.75
Rollie Naylor,1919,3.24,2.49,0.75
Tom Zachary,1932,3.15,2.40,0.75
Tom Phoebus,1968,2.62,1.87,0.75
Pascual Perez,1988,2.44,1.69,0.75
Dwight Gooden,1988,3.19,2.44,0.75
Art Fowler,1955,4.15,3.40,0.75
Jim Weaver,1936,3.80,3.05,0.75
Walter Johnson,1921,3.52,2.77,0.75
Van Mungo,1937,3.04,2.29,0.75
Roger Clemens,2005,1.87,1.12,0.75
Don Cardwell,1963,3.12,2.37,0.75
Dutch Leonard,1949,4.08,3.33,0.75
Lew Burdette,1957,3.71,2.96,0.75
Jim Clancy,1987,3.54,2.79,0.75
Jim Colborn,1976,3.71,2.96,0.75
Chris Archer,2017,4.07,3.32,0.75
Phil Marchildon,1946,3.41,2.66,0.75
Daniel Hudson,2011,3.49,2.74,0.75
Shawn Estes,1997,3.18,2.43,0.75
Scott McGregor,1982,4.61,3.86,0.75
Vern Bickford,1949,4.28,3.53,0.75
Catfish Hunter,1968,3.38,2.63,0.75
Dennis Bennett,1964,3.47,2.72,0.75
Doc Ayers,1914,2.54,1.79,0.75
Jack Kralick,1963,2.95,2.20,0.75
Joe Shaute,1928,3.94,3.19,0.75
Mike Moore,1989,2.61,1.86,0.75
Rube Marquard,1921,3.49,2.74,0.75
Kurt Kepshire,1985,4.65,3.90,0.75
Rich Harden,2008,2.07,1.32,0.75
Geoff Zahn,1978,3.03,2.28,0.75
Curt Schilling,2001,2.98,2.23,0.75
Dick Donovan,1957,2.81,2.06,0.75
Rick Wise,1971,2.86,2.11,0.75
Paul Splittorff,1973,3.98,3.23,0.75
Hank Thormahlen,1919,2.74,1.99,0.75
Pat Dobson,1976,3.48,2.73,0.75
Javier Vazquez,2009,2.87,2.12,0.75
Luis Tiant,1969,3.73,2.98,0.75
Dennis Martinez,1993,3.85,3.10,0.75
Geoff Zahn,1982,3.73,2.98,0.75
Kirby Higbe,1943,3.32,2.57,0.75
Don Newcombe,1950,3.64,2.89,0.75
Al Hollingsworth,1937,3.91,3.16,0.75
Derek Holland,2018,3.67,2.92,0.75
Burleigh Grimes,1920,2.30,1.55,0.75
Rich Hill,2016,2.12,1.37,0.75
Jack Fisher,1965,4.00,3.25,0.75
Johnny Morrison,1922,3.20,2.45,0.75
Bob Gibson,1961,3.29,2.54,0.75
Robin Roberts,1960,4.01,3.26,0.75
Slim Harriss,1926,4.25,3.50,0.75
Mule Watson,1921,3.53,2.78,0.75
Tom Griffin,1974,3.54,2.79,0.75
Red Ruffing,1937,2.95,2.20,0.75
Mike Hampton,1998,3.36,2.61,0.75
Dick Stigman,1964,4.24,3.49,0.75
Stan Williams,1961,3.98,3.23,0.75
Slim Sallee,1913,2.89,2.14,0.75
Tommy de la Cruz,1944,3.34,2.59,0.75
Dick Ellsworth,1963,2.11,1.37,0.74
Frank Pastore,1980,3.27,2.53,0.74
Red Ames,1912,2.72,1.98,0.74
Hod Lisenbee,1927,3.79,3.05,0.74
Billy Pierce,1953,2.86,2.12,0.74
George Earnshaw,1929,3.16,2.42,0.74
Dock Ellis,1971,3.06,2.32,0.74
Dennis Eckersley,1979,2.99,2.25,0.74
Curt Schilling,2002,3.14,2.40,0.74
Dan Marion,1915,3.22,2.48,0.74
Harry Feldman,1945,3.07,2.33,0.74
George Brunet,1965,2.56,1.82,0.74
Bob Feller,1948,3.56,2.82,0.74
Wei-Yin Chen,2014,3.54,2.80,0.74
Tommy John,1977,2.78,2.04,0.74
Hal Newhouser,1944,2.46,1.72,0.74
Joe Niekro,1970,4.20,3.46,0.74
Teddy Higuera,1987,3.85,3.11,0.74
Bob Muncrief,1943,2.99,2.25,0.74
Denny Lemaster,1963,3.06,2.32,0.74
Neal Heaton,1984,5.21,4.47,0.74
Jim Deshaies,1986,3.25,2.51,0.74
Jesse Haines,1924,4.28,3.54,0.74
Tom Glavine,2002,2.96,2.22,0.74
Bob Turley,1955,3.10,2.36,0.74
Bill Gullickson,1992,4.34,3.60,0.74
Catfish Hunter,1973,3.34,2.60,0.74
Frank Tanana,1993,4.35,3.61,0.74
Larry Gura,1982,4.03,3.29,0.74
Larry French,1936,3.28,2.54,0.74
Ken Holtzman,1968,3.40,2.66,0.74
Dizzy Trout,1947,3.62,2.88,0.74
Pedro Ramos,1960,3.57,2.83,0.74
Don Sutton,1969,3.47,2.73,0.74
Dizzy Dean,1936,3.32,2.58,0.74
Tom Seaver,1978,2.88,2.14,0.74
Burt Hooton,1975,2.91,2.17,0.74
Cy Blanton,1938,3.66,2.92,0.74
Early Wynn,1951,3.08,2.34,0.74
Ramon Martinez,1993,3.44,2.70,0.74
Bob Gibson,1970,3.12,2.38,0.74
Jaime Navarro,1995,3.28,2.54,0.74
Eddie Smith,1943,3.64,2.90,0.74
Mike Cuellar,1975,3.66,2.92,0.74
Jim Hearn,1955,3.66,2.92,0.74
Al Schulz,1915,2.93,2.19,0.74
Steve Arlin,1973,5.02,4.28,0.74
Paul Splittorff,1972,3.10,2.36,0.74
Frank Lary,1957,4.02,3.28,0.74
Steve Kline,1971,2.85,2.11,0.74
Fred Sanford,1947,3.54,2.80,0.74
Ray Caldwell,1915,2.87,2.13,0.74
Doug Drabek,1987,3.92,3.18,0.74
Elden Auker,1941,5.45,4.71,0.74
Matt Morris,2005,4.11,3.37,0.74
Oil Can Boyd,1986,3.78,3.04,0.74
Leon Cadore,1920,2.59,1.85,0.74
Mario Soto,1982,2.84,2.10,0.74
Milt Gaston,1926,4.21,3.47,0.74
Ed Killian,1904,2.52,1.78,0.74
Jerry Koosman,1973,2.84,2.10,0.74
Kaiser Wilhelm,1914,3.72,2.98,0.74
R.A. Dickey,2011,3.29,2.55,0.74
Garland Braxton,1928,2.56,1.82,0.74
Dave McNally,1972,2.95,2.21,0.74
Don Nottebart,1964,3.71,2.97,0.74
Frank Tanana,1976,2.43,1.69,0.74
Don Carman,1988,4.19,3.45,0.74
Carl Morton,1970,3.61,2.87,0.74
Ralph Terry,1963,3.25,2.51,0.74
Mel Stottlemyre,1967,2.96,2.22,0.74
Mark Prior,2003,2.43,1.69,0.74
Dennis Leonard,1976,3.52,2.78,0.74
Jim Kaat,1969,3.65,2.91,0.74
Roger Clemens,1991,2.62,1.88,0.74
Dock Ellis,1974,3.16,2.42,0.74
Al Orth,1902,3.98,3.24,0.74
Ken Holtzman,1972,2.54,1.80,0.74
Floyd Bannister,1980,3.47,2.73,0.74
Nolan Ryan,1983,2.98,2.24,0.74
Firpo Marberry,1933,3.56,2.82,0.74
Steve Blass,1968,2.11,1.37,0.74
Hipolito Pichardo,1993,4.00,3.26,0.74
Ken Forsch,1972,3.90,3.16,0.74
Connie Johnson,1957,3.24,2.50,0.74
Larry French,1935,2.59,1.85,0.74
Curt Davis,1939,3.72,2.98,0.74
Zane Smith,1990,2.49,1.75,0.74
Hank Wyse,1946,2.83,2.09,0.74
Johnny Antonelli,1953,3.21,2.47,0.74
Claude Passeau,1943,3.08,2.34,0.74
Burleigh Grimes,1929,3.00,2.26,0.74
Ken Heintzelman,1949,2.99,2.25,0.74
Bert Blyleven,1989,2.73,1.99,0.74
Bobo Newsom,1937,4.85,4.11,0.74
Rick Honeycutt,1982,5.39,4.65,0.74
Bob Friend,1959,4.03,3.29,0.74
Nick Strincevich,1945,3.32,2.58,0.74
Mike Parrott,1979,3.84,3.10,0.74
Fred Norman,1977,3.41,2.67,0.74
Ray Benge,1933,3.21,2.47,0.74
Jesse Tannehill,1904,2.05,1.31,0.74
Frank Tanana,1991,3.69,2.95,0.74
Steve Avery,1993,2.94,2.20,0.74
Bill Swift,1933,3.24,2.50,0.74
Jim Maloney,1963,2.77,2.03,0.74
Ray Kolp,1928,3.33,2.59,0.74
Rip Collins,1922,3.39,2.65,0.74
Steve Arlin,1971,3.46,2.72,0.74
Reggie Cleveland,1972,3.94,3.20,0.74
Bob Forsch,1986,3.25,2.51,0.74
Bill Hallahan,1933,3.24,2.50,0.74
Joe Horlen,1965,2.89,2.15,0.74
Al Smith,1941,3.76,3.02,0.74
Freddie Fitzsimmons,1938,2.95,2.21,0.74
Logan Webb,2023,3.25,2.51,0.74
Steve Rogers,1980,2.98,2.24,0.74
Gaylord Perry,1974,2.51,1.77,0.74
Rick Reuschel,1977,2.80,2.06,0.74
Carl Pavano,2004,3.00,2.26,0.74
Rick Sutcliffe,1979,3.55,2.81,0.74
Herb Pennock,1926,3.62,2.88,0.74
Eddie Plank,1914,2.74,2.01,0.73
George Suggs,1912,3.14,2.41,0.73
Jack McDowell,1993,3.37,2.64,0.73
Steve Sundra,1943,3.30,2.57,0.73
Earl Whitehill,1927,3.48,2.75,0.73
Kyle Lohse,2012,2.86,2.13,0.73
Vida Blue,1974,3.25,2.52,0.73
Bullet Joe Bush,1923,3.43,2.70,0.73
Wes Ferrell,1932,3.59,2.86,0.73
Red Barrett,1947,3.44,2.71,0.73
Claude Osteen,1965,2.79,2.06,0.73
Claude Passeau,1940,2.74,2.01,0.73
Mel Stottlemyre,1972,3.22,2.49,0.73
Tom Glavine,1998,2.47,1.74,0.73
Jim Scott,1917,1.99,1.26,0.73
Andy Messersmith,1971,2.99,2.26,0.73
Rip Sewell,1945,4.25,3.52,0.73
Ron Reed,1971,3.72,2.99,0.73
Scott Kazmir,2007,3.48,2.75,0.73
Jim Bunning,1970,4.15,3.42,0.73
David Cone,1993,3.33,2.60,0.73
Marty O'Toole,1912,2.82,2.09,0.73
Dan Petry,1983,3.92,3.19,0.73
Curt Simmons,1965,4.06,3.33,0.73
Harry Gumbert,1938,3.92,3.19,0.73
Lefty Grove,1939,2.54,1.81,0.73
Thornton Lee,1940,3.29,2.56,0.73
Carl Mays,1918,2.04,1.31,0.73
Tom Browning,1988,3.41,2.68,0.73
Monte Pearson,1936,3.73,3.00,0.73
Whitey Ford,1956,2.49,1.76,0.73
Josh Beckett,2007,3.27,2.54,0.73
Dutch Ruether,1923,4.29,3.56,0.73
Bill Stoneman,1972,3.00,2.27,0.73
Ken Forsch,1983,4.06,3.33,0.73
Steve Carlton,1969,2.17,1.44,0.73
Gary Nolan,1967,2.59,1.86,0.73
Lon Warneke,1936,3.42,2.69,0.73
Claude Passeau,1942,2.75,2.02,0.73
Randy Johnson,1993,3.26,2.53,0.73
Bob Porterfield,1954,3.25,2.52,0.73
Steve Kline,1972,2.40,1.67,0.73
Wilbur Cooper,1922,3.18,2.45,0.73
Marty Pattin,1971,3.13,2.40,0.73
Cy Falkenberg,1915,2.73,2.00,0.73
Frank Sullivan,1957,2.75,2.02,0.73
Jack Billingham,1973,3.04,2.31,0.73
Dick Ellsworth,1965,3.86,3.13,0.73
Burleigh Grimes,1928,3.40,2.67,0.73
Monte Pearson,1937,3.13,2.40,0.73
Waite Hoyt,1923,3.09,2.36,0.73
Sherry Smith,1916,2.28,1.55,0.73
Russ Ford,1914,1.69,0.96,0.73
Tom Murphy,1970,4.20,3.47,0.73
Ken Burkhart,1945,2.75,2.02,0.73
Burleigh Grimes,1924,3.85,3.12,0.73
Tim Belcher,1991,2.62,1.89,0.73
Todd Stottlemyre,1998,3.74,3.01,0.73
Juan Pizarro,1963,2.45,1.72,0.73
Phil Niekro,1973,3.38,2.65,0.73
Bryn Smith,1986,3.94,3.21,0.73
Paul Splittorff,1979,4.27,3.54,0.73
CC Sabathia,2011,3.00,2.27,0.73
Pat Ragan,1916,2.07,1.34,0.73
Kodai Senga,2023,2.98,2.25,0.73
Hideo Nomo,2003,3.09,2.36,0.73
Whitey Ford,1965,3.28,2.55,0.73
Al Leiter,1996,2.93,2.20,0.73
Willis Hudlin,1935,3.76,3.03,0.73
Boom-Boom Beck,1933,3.72,2.99,0.73
Sonny Siebert,1971,2.91,2.18,0.73
Fred Newman,1965,2.93,2.20,0.73
Jesse Petty,1927,2.88,2.15,0.73
Heinie Meine,1931,3.02,2.29,0.73
Ed Whitson,1990,2.60,1.87,0.73
Earl Whitehill,1931,4.08,3.35,0.73
Alex Ferguson,1924,3.55,2.82,0.73
Doc Medich,1980,3.98,3.25,0.73
Jon Matlack,1980,3.64,2.91,0.73
Eppa Rixey,1921,2.91,2.18,0.73
Claude Osteen,1975,4.36,3.63,0.73
Steve Busby,1974,3.39,2.66,0.73
Kirk Rueter,2004,4.73,4.00,0.73
Stubby Overmire,1944,3.32,2.59,0.73
Richard Dotson,1983,3.23,2.50,0.73
Walter Johnson,1917,2.33,1.60,0.73
Dave Stewart,1992,3.66,2.93,0.73
Logan Webb,2022,2.90,2.17,0.73
Bill Doak,1919,3.23,2.50,0.73
Leon Cadore,1917,2.63,1.90,0.73
Stan Coveleski,1923,2.70,1.97,0.73
Tommy Hughes,1942,3.02,2.29,0.73
John Curtis,1974,3.72,2.99,0.73
Bernie Boland,1919,3.20,2.47,0.73
Guy Bush,1933,2.67,1.94,0.73
Larry Christenson,1978,3.24,2.51,0.73
Jim Turner,1940,2.87,2.14,0.73
Hal Brown,1953,4.23,3.50,0.73
Babe Adams,1915,2.79,2.06,0.73
Balor Moore,1973,4.54,3.81,0.73
Jerry Koosman,1978,3.80,3.07,0.73
Doug Drabek,1988,3.06,2.33,0.73
Jimmy Ring,1922,4.78,4.05,0.73
Hooks Dauss,1914,2.87,2.14,0.73
Joey Jay,1962,3.81,3.08,0.73
Billy O'Dell,1962,3.48,2.75,0.73
Don Drysdale,1957,2.71,1.98,0.73
Bill Hands,1971,3.43,2.70,0.73
Rube Marquard,1920,3.18,2.45,0.73
Milt Pappas,1971,3.51,2.78,0.73
Jerry Reuss,1977,4.11,3.38,0.73
Brent Strom,1976,3.34,2.61,0.73
Ken Hill,1992,2.68,1.95,0.73
Tim Wakefield,2003,4.15,3.42,0.73
Early Wynn,1955,2.84,2.11,0.73
Kevin Appier,1997,3.40,2.67,0.73
Hank Aguirre,1964,4.02,3.29,0.73
Ray Sadecki,1964,3.48,2.75,0.73
George Uhle,1930,3.70,2.97,0.73
Eddie Plank,1913,2.97,2.24,0.73
Tommy John,1968,1.98,1.25,0.73
Jack Kramer,1948,4.35,3.62,0.73
Red Oldham,1921,4.27,3.54,0.73
Gio Gonzalez,2012,2.89,2.16,0.73
Billy Pierce,1954,3.46,2.73,0.73
Brian Holman,1990,4.03,3.30,0.73
John Cerutti,1989,3.13,2.40,0.73
Art Houtteman,1949,3.76,3.03,0.73
Zack Greinke,2009,2.16,1.44,0.72
Al Hollingsworth,1936,4.13,3.41,0.72
Dave Wickersham,1963,4.20,3.48,0.72
Corey Kluber,2015,3.49,2.77,0.72
Steve Renko,1971,3.73,3.01,0.72
Tom Candiotti,1988,3.28,2.56,0.72
Bill Doak,1915,2.64,1.92,0.72
Bob Shaw,1961,4.01,3.29,0.72
Dave McNally,1973,3.21,2.49,0.72
Bob Carpenter,1942,3.26,2.54,0.72
Dick Donovan,1961,2.38,1.66,0.72
Bret Saberhagen,1994,2.74,2.02,0.72
Josh Beckett,2003,3.06,2.34,0.72
Jim Nash,1970,4.00,3.28,0.72
Fernando Valenzuela,1982,2.87,2.15,0.72
Jeff Pfeffer,1917,2.23,1.51,0.72
Doc White,1904,1.78,1.06,0.72
Lefty Tyler,1912,4.49,3.77,0.72
Curt Davis,1934,2.98,2.26,0.72
Fernando Valenzuela,1989,3.43,2.71,0.72
Tommy Thomas,1930,4.74,4.02,0.72
Christy Mathewson,1913,2.02,1.30,0.72
Al Demaree,1915,2.92,2.20,0.72
Ron Romanick,1984,3.76,3.04,0.72
Tommy John,1982,3.72,3.00,0.72
Walter Johnson,1925,3.09,2.37,0.72
Allie Reynolds,1947,3.22,2.50,0.72
Claude Hendrix,1920,3.71,2.99,0.72
Jim Scott,1916,2.38,1.66,0.72
Jim Bagby,1918,2.59,1.87,0.72
Steve Avery,1991,3.38,2.66,0.72
Vida Blue,1977,3.83,3.11,0.72
Charlie Lea,1983,3.12,2.40,0.72
Earl Moore,1901,2.90,2.18,0.72
Joe Hatten,1948,3.59,2.87,0.72
Nap Rucker,1911,1.22,0.50,0.72
Don Wilson,1972,2.68,1.96,0.72
John Lackey,2007,3.01,2.29,0.72
Frank Lary,1955,3.23,2.51,0.72
Burt Hooton,1978,2.71,1.99,0.72
Lee Stange,1964,3.99,3.27,0.72
Chris Short,1966,3.58,2.86,0.72
Ron Darling,1987,4.29,3.57,0.72
Bud Daley,1960,4.64,3.92,0.72
Randy Johnson,2000,2.64,1.92,0.72
Chuck Finley,1990,2.40,1.68,0.72
Steve Renko,1973,2.85,2.13,0.72
Red Oldham,1922,4.38,3.66,0.72
Orel Hershiser,1987,3.02,2.30,0.72
Rick Rhoden,1984,2.72,2.00,0.72
Gary Nolan,1972,1.99,1.27,0.72
Jim Lonborg,1972,2.88,2.16,0.72
Aaron Harang,2005,3.83,3.11,0.72
Roger Erickson,1978,3.96,3.24,0.72
Milt Wilcox,1978,3.60,2.88,0.72
Mike Boddicker,1988,3.37,2.65,0.72
Whitey Ford,1959,2.97,2.25,0.72
R.A. Dickey,2014,3.71,2.99,0.72
Claude Osteen,1964,3.33,2.61,0.72
Bucky Walters,1943,3.55,2.83,0.72
Jose Rijo,1990,2.70,1.98,0.72
Earl Hamilton,1912,2.53,1.81,0.72
Lefty Grove,1933,3.58,2.86,0.72
Ken McBride,1961,3.63,2.91,0.72
Alex Kellner,1949,3.64,2.92,0.72
Gaylord Perry,1973,3.38,2.66,0.72
Steve Carlton,1973,3.90,3.18,0.72
George Baumgardner,1912,3.43,2.71,0.72
Mike Hedlund,1971,2.77,2.05,0.72
Bob Buhl,1965,4.34,3.62,0.72
Ray Kremer,1928,4.33,3.61,0.72
Stan Williams,1958,3.53,2.81,0.72
Whitey Ford,1961,3.21,2.49,0.72
Bob Lemon,1954,2.72,2.00,0.72
John Montefusco,1982,4.00,3.28,0.72
Taijuan Walker,2017,3.49,2.77,0.72
Frank Viola,1989,3.66,2.94,0.72
Burleigh Grimes,1923,3.42,2.70,0.72
Denny Lemaster,1968,2.80,2.08,0.72
Steve Carlton,1974,3.22,2.50,0.72
Randy Gumpert,1949,3.77,3.05,0.72
Orel Hershiser,1988,2.27,1.55,0.72
Phil Niekro,1986,4.39,3.67,0.72
Elmer Jacobs,1917,3.14,2.42,0.72
Hank Robinson,1913,2.30,1.58,0.72
Bruce Hurst,1986,2.99,2.27,0.72
Christy Mathewson,1915,3.48,2.76,0.72
Bob Walk,1988,2.71,1.99,0.72
Tony Cloninger,1964,3.46,2.74,0.72
Red Faber,1917,2.03,1.31,0.72
Alan Foster,1970,4.26,3.54,0.72
Mike McCormick,1967,2.89,2.17,0.72
Dick Bosman,1969,2.36,1.64,0.72
Eddie Smith,1941,3.22,2.50,0.72
Al Hollingsworth,1945,2.61,1.89,0.72
Hal Newhouser,1942,2.61,1.89,0.72
Lefty Stewart,1930,3.61,2.89,0.72
Bob Shawkey,1917,2.50,1.78,0.72
Marcelino Lopez,1965,3.01,2.29,0.72
Watty Clark,1932,3.72,3.00,0.72
Doc Medich,1974,3.60,2.88,0.72
Jim Slaton,1974,3.81,3.09,0.72
Don Sutton,1974,3.23,2.51,0.72
Tracy Stallard,1964,3.69,2.97,0.72
Jerry Koosman,1976,2.66,1.94,0.72
Carl Hubbell,1931,2.81,2.09,0.72
Jose Rijo,1992,2.56,1.84,0.72
Ken Johnson,1965,3.40,2.68,0.72
Pat Malone,1930,4.04,3.32,0.72
Bob Anderson,1959,4.15,3.43,0.72
Fred Toney,1920,2.70,1.98,0.72
Rick Reuschel,1988,3.12,2.40,0.72
Lee Meadows,1924,3.24,2.52,0.72
Rick Reuschel,1973,3.00,2.28,0.72
Carl Hubbell,1929,3.86,3.14,0.72
Joe Horlen,1966,2.56,1.84,0.72
Carlos Silva,2005,3.44,2.72,0.72
Bump Hadley,1927,2.84,2.12,0.72
Jerry Robertson,1969,3.95,3.23,0.72
Tommie Sisk,1967,3.32,2.61,0.71
Wayne Garland,1977,3.60,2.89,0.71
Preacher Roe,1944,3.58,2.87,0.71
Bill Lee,1973,2.82,2.11,0.71
Mike Witt,1985,3.56,2.85,0.71
Claude Osteen,1970,3.83,3.12,0.71
Firpo Marberry,1929,2.86,2.15,0.71
Bob Friend,1956,3.53,2.82,0.71
Rick Mahler,1984,3.28,2.57,0.71
Dick Bosman,1970,3.00,2.29,0.71
Trevor Rogers,2021,2.64,1.93,0.71
Ernie Broglio,1960,2.98,2.27,0.71
Lefty Grove,1936,2.88,2.17,0.71
Chris Holt,1997,3.54,2.83,0.71
Larry Cheney,1912,2.86,2.15,0.71
Jack Quinn,1922,3.55,2.84,0.71
Frank Viola,1985,4.09,3.38,0.71
Mike Scott,1988,2.92,2.21,0.71
Jim Perry,1974,2.96,2.25,0.71
Mark Buehrle,2012,3.74,3.03,0.71
Mel Parnell,1953,3.12,2.41,0.71
Nelson Briles,1976,3.27,2.56,0.71
Paul Splittorff,1978,3.41,2.70,0.71
Jim Tobin,1945,4.07,3.36,0.71
Casey Patten,1904,3.17,2.46,0.71
Curt Simmons,1955,4.65,3.94,0.71
Kenny Rogers,2000,4.55,3.84,0.71
Jesse Barnes,1917,2.56,1.85,0.71
Phil Niekro,1980,3.67,2.96,0.71
Van Mungo,1936,3.41,2.70,0.71
Bucky Walters,1946,2.56,1.85,0.71
Mark Thurmond,1984,3.02,2.31,0.71
James Shields,2009,4.14,3.43,0.71
Joe Horlen,1968,2.37,1.66,0.71
Eppa Rixey,1923,2.85,2.14,0.71
Bob Shaw,1959,2.93,2.22,0.71
Ervin Santana,2006,4.28,3.57,0.71
Jim Bunning,1961,3.21,2.50,0.71
Ed Figueroa,1977,3.57,2.86,0.71
Tommy John,1966,2.65,1.94,0.71
Bob Forsch,1982,3.53,2.82,0.71
Eddie Smith,1940,3.14,2.43,0.71
Jing Johnson,1917,2.81,2.10,0.71
Gary Peters,1969,4.26,3.55,0.71
Jeff Suppan,2007,4.62,3.91,0.71
Kyle Hendricks,2018,3.44,2.73,0.71
Bobo Newsom,1944,2.83,2.12,0.71
Lefty Grove,1928,2.53,1.82,0.71
Joe Boehling,1916,2.88,2.17,0.71
Sonny Gray,2023,2.79,2.08,0.71
Ross Grimsley,1973,3.25,2.54,0.71
Freddy Garcia,2001,3.05,2.34,0.71
Earl Moseley,1914,3.44,2.73,0.71
Johnny Allen,1937,2.64,1.93,0.71
Tom Murphy,1969,4.23,3.52,0.71
Jack Harshman,1956,2.97,2.26,0.71
Fred Sanford,1948,5.05,4.34,0.71
Charley Schanz,1944,3.73,3.02,0.71
Camilo Pascual,1959,2.64,1.93,0.71
Chuck Estrada,1961,3.58,2.87,0.71
Clayton Kershaw,2018,2.73,2.02,0.71
Sam Jones,1955,4.13,3.42,0.71
Chris Short,1968,3.02,2.31,0.71
Jim Merritt,1967,2.53,1.82,0.71
Jim O'Toole,1964,2.66,1.95,0.71
